20042005B02 B        51                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        0
2004200504/20/05 11:04:22AM     15677SB02 B0000000011622LI 0EREA   REAVIP                        O0000               7705     10.80                                               1B01 BN                        83214.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:53AM     15679SB02 B0000000011622LI 0EREA   REAVIP                        O0000              20000     10.80                                               1B06 BN                       216000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:23AM     15681SB02 B0000000011622LI 0EREA   REAVIP                        O0000               4684     10.80                                               1B14 BN                        50587.20270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:27AM     15682SB02 B0000000005029LI 0EMSC   MSC                           O0000               1752     11.90                                               1B16 BN                        20848.80270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:55AM     15685SB02 B0000000005029LI 0EMSC   MSC                           O0000               8248     11.90                                               1B23 BN                        98151.20270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:13AM     15714SB02 B0000000011622LI 0EBERG  CBERG                         O0000                550     27.00                                               1B14 BN                        14850.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:34AM     15716SB02 B0000000011622LI 0EBERG  CBERG                         O0000                200     27.00                                               1B14 BN                         5400.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:03AM     15731SB02 B0000000000906LI 0EEABL  EABL                          O0000               5000    113.00                                               1B16 BN                       565000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:32AM     15732SB02 B0000000010189LI 0EEABL  EABL                          O0000               2000    113.00                                               1B16 BN                       226000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:57AM     15733SB02 B0000000102270LC 0EEABL  EABL                          O0000                950    113.00                                               1B16 BN                       107350.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:24AM     15734BB02 B0000000005029LI 0EBERG  CBERG                         O0000               8600     27.00                                               1B02 BY                       232200.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:24AM     15734SB02 B0000000011622LI 0EBERG  CBERG                         O0000               8600     27.00                                               1B02 BY                       232200.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:12AM     15744SB02 B0000000005029LI 0ECMC   CMC                           O0000               4800     47.25                                               1B16 BN                       226800.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:20AM     15763BB02 B0000000101826LC 0EKQ    KENAIR                        O0000               6373     24.75                                               1B02 BY                       157731.75210420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:20AM     15763SB02 B0000000035653LI 0EKQ    KENAIR                        O0000               6373     24.75                                               1B02 BY                       157731.75210420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:45AM     15764BB02 B0000000101826LC 0EKQ    KENAIR                        O0000                500     24.75                                               1B02 BY                        12375.00210420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:45AM     15764SB02 B0000000115720LI 0EKQ    KENAIR                        O0000                500     24.75                                               1B02 BY                        12375.00210420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:24AM     15816BB02 B0000000010570LI 0EHFCK  HFCK                          O0000               1000      9.80                                               1B02 BY                         9800.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:24AM     15816SB02 B0000000179973LI 0EHFCK  HFCK                          O0000               1000      9.80                                               1B02 BY                         9800.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:43AM     15818BB02 B0000000035483LI 0EHFCK  HFCK                          O0000               2128      9.80                                               1B02 BY                        20854.40270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 11:04:43AM     15818SB02 B0000000179973LI 0EHFCK  HFCK                          O0000               2128      9.80                                               1B02 BY                        20854.40270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:06PM     15840BB02 B0000000094293LI 0EBAT   BAT                           O0000               1000    201.00                                               1B20 BN                       201000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:35PM     15846SB02 B0000000000892LI 0EBBK   BBK                           O0000                182    215.00                                               1B20 BN                        39130.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:56PM     15847SB02 B0000000000892LI 0EBBK   BBK                           O0000               3818    215.00                                               1B21 BN                       820870.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:05PM     15865BB02 B0000000011622LI 0ESASN  SASINI                        O0000               1000     32.00                                               1B06 BN                        32000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:31PM     15869BB02 B0000000011622LI 0ESASN  SASINI                        O0000               6000     32.00                                               1B23 BN                       192000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:26PM     15874BB02 B0000000011622LI 0ESASN  SASINI                        O0000               3000     32.00                                               1B23 BN                        96000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:57PM     15877SB02 B0000000115720LI 0EMSC   MSC                           O0000                950     11.90                                               1B12 BN                        11305.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:11PM     15878BB02 B0000000226050LI 0EKQ    KENAIR                        O0000               3567     25.00                                               1B07 BN                        89175.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:31PM     15880BB02 B0000000233498LI 0EKQ    KENAIR                        O0000                219     25.00                                               1B07 BN                         5475.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:57PM     15883BB02 B0000000029211LI 0EKQ    KENAIR                        O0000                200     25.00                                               1B07 BN                         5000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:20PM     15887BB02 B0000000226050LI 0EKQ    KENAIR                        O0000                140     25.00                                               1B08 BN                         3500.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:52PM     15890BB02 B0000000107948LC 0EEABL  EABL                          O0000             300000    112.00                                               1B02 BY                     33600000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:10PM     15907BB02 B0000000000906LI 0ENMG   NMG                           O0000               2961    229.00                                               1B12 BN                       678069.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:28PM     15916SB02 B0000000010715LI 0EKQ    KENAIR                        O0000             100000     25.00                                               1B09 BN                      2500000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:53PM     15918SB02 B0000000000906LI 0ECABL  EACABL                        O0000               1000     67.00                                               1B20 BN                        67000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:19PM     15919SB02 B0000000000906LI 0ECABL  EACABL                        O0000               1000     67.00                                               1B20 BN                        67000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:42PM     15920SB02 B0000000000906LI 0ECABL  EACABL                        O0000               1000     67.00                                               1B20 BN                        67000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:14PM     15921SB02 B0000000000906LI 0ECABL  EACABL                        O0000               1000     67.00                                               1B20 BN                        67000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:37PM     15922SB02 B0000000000906LI 0ECABL  EACABL                        O0000               1000     67.00                                               1B20 BN                        67000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:53PM     15951BB02 B0000000007730LC 0ESCBK  SCBK                          O0000               5500    123.00                                               1B02 BY                       676500.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:48PM     15959BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               4654    123.00                                               1B02 BY                       572442.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:04PM     15960BB02 B0000000107948LC 0ESCBK  SCBK                          O0000              11400    123.00                                               1B02 BY                      1402200.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:22PM     15961BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               4000    123.00                                               1B02 BY                       492000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:37PM     15962BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               5000    123.00                                               1B02 BY                       615000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:51PM     15963BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               5000    123.00                                               1B02 BY                       615000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:04PM     15964BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               3000    123.00                                               1B02 BY                       369000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:22PM     15965BB02 B0000000107948LC 0ESCBK  SCBK                          O0000              40000    123.00                                               1B02 BY                      4920000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:44PM     15966BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               4000    123.00                                               1B02 BY                       492000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 02:04:26PM     15976BB02 B0000000107948LC 0ESCBK  SCBK                          O0000               5000    123.00                                               1B02 BY                       615000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 02:04:26PM     15976SB02 B0000000000892LI 0ESCBK  SCBK                          O0000               5000    123.00                                               1B02 BY                       615000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:05PM     15936SBBKCC0000000000701LC 0ESCBK  SCBK                          O0000              55000    123.00                                               1B02 BY                      6765000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
2004200504/20/05 12:04:19PM     15937SBBKCC0000000000701LC 0ESCBK  SCBK                          O0000               8000    123.00                                               1B02 BY                       984000.00270420051                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             1
